    2 1.754059e-06
   12 3.460196e-05
   22 6.803300e-05
   32 1.026543e-04
   42 1.378955e-04
   52 1.734023e-04
   62 2.093177e-04
   72 2.450857e-04
   82 2.803062e-04
   92 3.148187e-04
  102 6.965641e-04
  132 1.329185e-03
  162 1.602451e-03
  192 1.898942e-03
  222 2.247067e-03
  252 2.636374e-03
  282 3.004456e-03
  312 3.261674e-03
  342 3.336751e-03
  372 3.220130e-03
  402 2.970684e-03
  432 2.695265e-03
  462 2.510479e-03
  492 2.508435e-03
  522 2.722622e-03
  552 6.739781e-03
  652 1.371602e-02
  752 1.027665e-02
  852 8.492682e-03
  952 8.884169e-03
 1052 5.706253e-03
 1152 7.577638e-03
 1452 4.748258e-03
 1752 1.441987e-03
 2052 4.155723e-03
 2352 7.313572e-03
 2500 5.162084e-03
