    2 1.170951e-05
   12 2.228130e-04
   22 4.258404e-04
   32 6.102959e-04
   42 7.674139e-04
   52 8.911282e-04
   62 9.769000e-04
   72 1.025542e-03
   82 1.033943e-03
   92 1.006627e-03
  102 1.901102e-03
  132 1.962187e-03
  162 9.436052e-04
  192 2.936391e-04
  222 2.805867e-04
  252 9.173483e-04
  282 1.993397e-03
  312 3.153333e-03
  342 3.975003e-03
  372 4.163585e-03
  402 3.636409e-03
  432 2.626726e-03
  462 1.552594e-03
  492 8.550439e-04
  522 8.050605e-04
  552 3.079659e-03
  652 1.496163e-02
  752 8.162560e-03
  852 4.254254e-03
  952 1.003360e-02
 1052 5.058507e-03
 1152 4.112401e-03
 1452 3.095229e-03
 1752 2.545439e-03
 2052 4.474230e-03
 2352 5.762736e-03
 2500 3.677998e-03
