    2 8.602469e-06
   12 1.670073e-04
   22 3.263319e-04
   32 4.829519e-04
   42 6.357388e-04
   52 7.812235e-04
   62 9.203735e-04
   72 1.051617e-03
   82 1.174215e-03
   92 1.287744e-03
  102 2.783485e-03
  132 4.960307e-03
  162 5.555032e-03
  192 6.020666e-03
  222 6.423530e-03
  252 6.822172e-03
  282 7.253767e-03
  312 7.720742e-03
  342 8.191715e-03
  372 8.617668e-03
  402 8.952480e-03
  432 9.161804e-03
  462 9.231634e-03
  492 9.167302e-03
  522 8.996952e-03
  552 1.898325e-02
  652 2.617887e-02
  752 2.276288e-02
  852 1.906996e-02
  952 1.659205e-02
 1052 1.468976e-02
 1152 2.388166e-02
 1452 2.620737e-02
 1752 1.270318e-02
 2052 2.115871e-02
 2352 2.996240e-02
 2500 2.212288e-02
