    2 5.240351e-06
   12 1.028029e-04
   22 2.018354e-04
   32 3.001796e-04
   42 3.982714e-04
   52 4.952643e-04
   62 5.913634e-04
   72 6.862699e-04
   82 7.794197e-04
   92 8.711456e-04
  102 1.921867e-03
  132 3.654948e-03
  162 4.358569e-03
  192 4.967068e-03
  222 5.454577e-03
  252 5.803708e-03
  282 6.013037e-03
  312 6.109858e-03
  342 6.142179e-03
  372 6.173733e-03
  402 6.263545e-03
  432 6.448687e-03
  462 6.730161e-03
  492 7.079006e-03
  522 7.442633e-03
  552 1.680903e-02
  652 2.622495e-02
  752 2.326517e-02
  852 2.086939e-02
  952 1.677675e-02
 1052 1.169598e-02
 1152 1.827995e-02
 1452 1.370584e-02
 1752 6.510778e-03
 2052 1.000687e-02
 2352 1.561879e-02
 2500 1.247403e-02
