  199 2.078959e-02
  200 2.057408e-02
  201 2.036092e-02
  202 2.014978e-02
  203 1.994101e-02
  204 1.973427e-02
  205 1.952959e-02
  206 1.932696e-02
  207 1.912641e-02
  208 1.892827e-02
  209 1.873188e-02
  210 1.853791e-02
  211 1.834604e-02
  212 1.815628e-02
  213 1.796862e-02
  214 1.778307e-02
  215 1.759964e-02
  216 1.741832e-02
  217 1.723911e-02
  218 1.706203e-02
  219 1.688706e-02
  220 1.671421e-02
  221 1.654348e-02
  222 1.637486e-02
  223 1.620834e-02
  224 1.604363e-02
  225 1.588133e-02
  226 1.572083e-02
  227 1.556242e-02
  228 1.540581e-02
  229 1.525158e-02
  230 1.509913e-02
  231 1.494876e-02
  232 1.480045e-02
  233 1.465392e-02
  234 1.450943e-02
  235 1.436699e-02
  236 1.422630e-02
  237 1.408764e-02
  238 1.395099e-02
  239 1.381607e-02
  240 1.368316e-02
  241 1.355195e-02
  242 1.342272e-02
  243 1.329518e-02
  244 1.316961e-02
  245 1.304571e-02
  246 1.292347e-02
  247 1.280316e-02
  248 1.268477e-02
  249 1.256801e-02
  250 1.245287e-02
  251 1.233962e-02
  252 1.222796e-02
  253 1.211790e-02
  254 1.200967e-02
  255 1.190276e-02
  256 1.179792e-02
  257 1.169437e-02
  258 1.159261e-02
  259 1.149238e-02
  260 1.139365e-02
  261 1.129667e-02
  262 1.120118e-02
  263 1.110716e-02
