4.526726755225869504e-16 8.293920889007706948e-21 8.790570731246125689e-21 1.005990414254302518e-20 1.293897436669464943e-20 1.908333322938028915e-20 3.066006621339227765e-20 4.278928907293187112e-20 4.014751852355589265e-20 3.143948271961291861e-20 2.648571882174299443e-20 1.886135974329158133e-20 9.925534353977475880e-21 3.780027224640616775e-21 3.635591817467703330e-22 2.926091359644838391e-21 1.795739452961589182e-20 5.142348922831221522e-20 1.005074421691330578e-19
8.293920889007706948e-21 1.680708242003589772e-16 8.906103653547513402e-21 1.019211969022397507e-20 1.310902902706538244e-20 1.933414211570261501e-20 3.106302606160739022e-20 4.335166116013010472e-20 4.067517028587985255e-20 3.185268630164312551e-20 2.683381595767207410e-20 1.910925127119597068e-20 1.005598390320205122e-20 3.829707456447319129e-21 3.683373760166150687e-22 2.964548462833709243e-21 1.819340540198746816e-20 5.209933908688432174e-20 1.018283937730559861e-19
8.790570731246125689e-21 8.906103653547513402e-21 8.204910369495155865e-17 1.080243593316446105e-20 1.389401326857408269e-20 2.049189352906673584e-20 3.292311698837182773e-20 4.594761016471820507e-20 4.311084783523733356e-20 3.376006302229009453e-20 2.844065675593619820e-20 2.025353595345187275e-20 1.065814817338414869e-20 4.059034891506978143e-21 3.903938559538201934e-22 3.142069148897386525e-21 1.928284814488270420e-20 5.521910944453511341e-20 1.079259990407655552e-19
1.005990414254302518e-20 1.019211969022397507e-20 1.080243593316446105e-20 3.170893934554142689e-17 1.590026926696060315e-20 2.345086467126195013e-20 3.767712144098747584e-20 5.258231438750694895e-20 4.933593164601807243e-20 3.863492010174699786e-20 3.254740670007993915e-20 2.317808893966908520e-20 1.219715445552935098e-20 4.645147985062544981e-21 4.467656183885179342e-22 3.595774997270133578e-21 2.206723657238977407e-20 6.319259179316899931e-20 1.235102063372377638e-19
1.293897436669464943e-20 1.310902902706538244e-20 1.389401326857408269e-20 1.590026926696060315e-20 1.588193001377417336e-17 3.016232884119508883e-20 4.846003516814258881e-20 6.763098418842831475e-20 6.345551069669121318e-20 4.969194872759814895e-20 4.186223397634318112e-20 2.981148671099918783e-20 1.568788992524286865e-20 5.974555011319833764e-21 5.746266368287906521e-22 4.624859229157491211e-21 2.838271660526578905e-20 8.127784457895646538e-20 1.588579146658456086e-19
1.908333322938028915e-20 1.933414211570261501e-20 2.049189352906673584e-20 2.345086467126195013e-20 3.016232884119508883e-20 1.357917010049144395e-17 7.147235733008056925e-20 9.974705655348057880e-20 9.358876689503848987e-20 7.328927235739489132e-20 6.174144395502959944e-20 4.396813215996576055e-20 2.313763229022652141e-20 8.811704927073448325e-21 8.475008360251652250e-22 6.821076177116911413e-21 4.186087889064402357e-20 1.198744311804548054e-19 2.342951176637361954e-19
3.066006621339227765e-20 3.106302606160739022e-20 3.292311698837182773e-20 3.767712144098747584e-20 4.846003516814258881e-20 7.147235733008056925e-20 1.525223487099778828e-17 1.602577139832301595e-19 1.503635531246653622e-19 1.177495522506284224e-19 9.919633729694761381e-20 7.064100527408279998e-20 3.717386944474089550e-20 1.415724670682807304e-20 1.361629618689034833e-21 1.095902087560981934e-20 6.725540570459449323e-20 1.925951799461834914e-19 3.764281498781941515e-19
4.278928907293187112e-20 4.335166116013010472e-20 4.594761016471820507e-20 5.258231438750694895e-20 6.763098418842831475e-20 9.974705655348057880e-20 1.602577139832301595e-19 1.318470414314055384e-17 2.098478684261325486e-19 1.643316617254942470e-19 1.384387340207743791e-19 9.858681889457014708e-20 5.187997424922899606e-20 1.975789998622625059e-20 1.900294766451020673e-21 1.529444551551346987e-20 9.386186501952761256e-20 2.687864654764154804e-19 5.253443618882797361e-19
4.014751852355589265e-20 4.067517028587985255e-20 4.311084783523733356e-20 4.933593164601807243e-20 6.345551069669121318e-20 9.358876689503848987e-20 1.503635531246653622e-19 2.098478684261325486e-19 1.046353817346383062e-17 1.541859791567447882e-19 1.298916565078570385e-19 9.250016122029966967e-20 4.867695332872725923e-20 1.853806578397615671e-20 1.782972351007589334e-21 1.435018080330822652e-20 8.806692156310665379e-20 2.521918413555010544e-19 4.929100940239157958e-19
3.143948271961291861e-20 3.185268630164312551e-20 3.376006302229009453e-20 3.863492010174699786e-20 4.969194872759814895e-20 7.328927235739489132e-20 1.177495522506284224e-19 1.643316617254942470e-19 1.541859791567447882e-19 7.798979389180103452e-18 1.017180299152140561e-19 7.243678631197860728e-20 3.811887482221350754e-20 1.451714129052339239e-20 1.396243914456654209e-21 1.123761263412128592e-20 6.896512064695265023e-20 1.974911857546452725e-19 3.859974153644182718e-19
2.648571882174299443e-20 2.683381595767207410e-20 2.844065675593619820e-20 3.254740670007993915e-20 4.186223397634318112e-20 6.174144395502959944e-20 9.919633729694761381e-20 1.384387340207743791e-19 1.298916565078570385e-19 1.017180299152140561e-19 7.284201777888684738e-18 6.102327992225211219e-20 3.211267212461298630e-20 1.222974709047794572e-20 1.176244661996271486e-21 9.466957554913216184e-21 5.809862745684700774e-20 1.663734757444682814e-19 3.251777104743469246e-19
1.886135974329158133e-20 1.910925127119597068e-20 2.025353595345187275e-20 2.317808893966908520e-20 2.981148671099918783e-20 4.396813215996576055e-20 7.064100527408279998e-20 9.858681889457014708e-20 9.250016122029966967e-20 7.243678631197860728e-20 6.102327992225211219e-20 7.648203825636364123e-18 2.286850001456133592e-20 8.709208951263720302e-21 8.376428771049713220e-22 6.741734793737397435e-21 4.137396158398674174e-20 1.184800759563338957e-19 2.315698440746697768e-19
9.925534353977475880e-21 1.005598390320205122e-20 1.065814817338414869e-20 1.219715445552935098e-20 1.568788992524286865e-20 2.313763229022652141e-20 3.717386944474089550e-20 5.187997424922899606e-20 4.867695332872725923e-20 3.811887482221350754e-20 3.211267212461298630e-20 2.286850001456133592e-20 5.857734987312853191e-18 4.583102905530528480e-21 4.407981856147451268e-22 3.547746356115473307e-21 2.177248526358570617e-20 6.234853054985670289e-20 1.218604848213996359e-19
3.780027224640616775e-21 3.829707456447319129e-21 4.059034891506978143e-21 4.645147985062544981e-21 5.974555011319833764e-21 8.811704927073448325e-21 1.415724670682807304e-20 1.975789998622625059e-20 1.853806578397615671e-20 1.451714129052339239e-20 1.222974709047794572e-20 8.709208951263720302e-21 4.583102905530528480e-21 7.967444926723868438e-18 1.678729912942383895e-22 1.351118975963444307e-21 8.291804159789155885e-21 2.374473096255533180e-20 4.640918401014892770e-20
3.635591817467703330e-22 3.683373760166150687e-22 3.903938559538201934e-22 4.467656183885179342e-22 5.746266368287906521e-22 8.475008360251652250e-22 1.361629618689034833e-21 1.900294766451020673e-21 1.782972351007589334e-21 1.396243914456654209e-21 1.176244661996271486e-21 8.376428771049713220e-22 4.407981856147451268e-22 1.678729912942383895e-22 9.179897373479821415e-18 1.299492517254305437e-22 7.974973079258759551e-22 2.283744123129843115e-21 4.463588212878329245e-21
