7.911451903133149676e-16 6.744860995086862239e-20 7.005021815673910770e-20 7.669560900960299674e-20 9.052413477293917642e-20 1.150053642530678720e-19 1.484233238654163744e-19 1.687454474146803535e-19 1.502234757709903043e-19 1.183662531125218809e-19 9.472103303755055631e-20 6.540098254798571459e-20 3.458617786793963515e-20 1.298422215184336073e-20 1.257961555147138439e-21 1.020266566330425938e-20 6.307663808327193226e-20 1.787443438771185310e-19 3.329661876825913241e-19
6.744860995086862239e-20 2.956432256354495167e-16 7.036716413463369461e-20 7.704262241566237158e-20 9.093371608722536638e-20 1.155257122062284843e-19 1.490948731733662015e-19 1.695089452631301301e-19 1.509031699630116161e-19 1.189018075880058153e-19 9.514960344365693107e-20 6.569689280942927630e-20 3.474266488902875301e-20 1.304296996299091327e-20 1.263653269830422125e-21 1.024882817258513133e-20 6.336203172322996971e-20 1.795530822701453919e-19 3.344727110987606216e-19
7.005021815673910770e-20 7.036716413463369461e-20 1.377050960242174270e-16 8.001428808563496680e-20 9.444118499036733186e-20 1.199817364457745103e-19 1.548457173461904424e-19 1.760471950993571921e-19 1.567237632347426978e-19 1.234880535986963310e-19 9.881968633023763816e-20 6.823093429016114023e-20 3.608274887496925286e-20 1.354605961464358475e-20 1.312394536975299295e-21 1.064414299810601958e-20 6.580601361984513979e-20 1.864787516436672189e-19 3.473738954295888206e-19
7.669560900960299674e-20 7.704262241566237158e-20 8.001428808563496680e-20 5.330337390774966876e-17 1.034004516904987516e-19 1.313639356004358318e-19 1.695353263257811353e-19 1.927481055428897076e-19 1.715915350994384981e-19 1.352028833796196466e-19 1.081943243670881348e-19 7.470373678164880603e-20 3.950577846187764005e-20 1.483112143206836791e-20 1.436896285590127484e-21 1.165391130971811050e-20 7.204877334964744718e-20 2.041692631514759758e-19 3.803279013977972810e-19
9.052413477293917642e-20 9.093371608722536638e-20 9.444118499036733186e-20 1.034004516904987516e-19 3.167051035214936242e-17 1.550493798035897677e-19 2.001032252989560803e-19 2.275013616647669794e-19 2.025301767574750376e-19 1.595805052570116960e-19 1.277021947820644692e-19 8.817311999722724960e-20 4.662882869011592569e-20 1.750523208156911071e-20 1.695974446140846768e-21 1.375515823729506537e-20 8.503945601516507117e-20 2.409817997755483447e-19 4.489025466859844776e-19
1.150053642530678720e-19 1.155257122062284843e-19 1.199817364457745103e-19 1.313639356004358318e-19 1.550493798035897677e-19 2.328657498134609474e-17 2.542188817539466016e-19 2.890265345474116330e-19 2.573021748139861340e-19 2.027372499146766846e-19 1.622378105426292946e-19 1.120185440937447866e-19 5.923906858266643321e-20 2.223932431859221062e-20 2.154631573464419832e-21 1.747508537260934240e-20 1.080374160928228518e-19 3.061526048391632866e-19 5.703031685996773778e-19
1.484233238654163744e-19 1.490948731733662015e-19 1.548457173461904424e-19 1.695353263257811353e-19 2.001032252989560803e-19 2.542188817539466016e-19 2.034968116704752791e-17 3.730111131897491464e-19 3.320683715209701826e-19 2.616481126693810773e-19 2.093804515448276637e-19 1.445686012730035664e-19 7.645260304887183958e-20 2.870156933395729952e-20 2.780718811822122108e-21 2.255295022697523564e-20 1.394306474526037948e-19 3.951136324414694247e-19 7.360203799561902794e-19
1.687454474146803535e-19 1.695089452631301301e-19 1.760471950993571921e-19 1.927481055428897076e-19 2.275013616647669794e-19 2.890265345474116330e-19 3.730111131897491464e-19 1.546678760765699168e-17 3.775351775262792585e-19 2.974729758621792159e-19 2.380488258560845869e-19 1.643629361517875363e-19 8.692049451201420128e-20 3.263138860273567525e-20 3.161454869861440054e-21 2.564090048288365625e-20 1.585214936234859148e-19 4.492125964409204418e-19 8.367963005238274878e-19
1.502234757709903043e-19 1.509031699630116161e-19 1.567237632347426978e-19 1.715915350994384981e-19 2.025301767574750376e-19 2.573021748139861340e-19 3.320683715209701826e-19 3.775351775262792585e-19 1.292937005387140283e-17 2.648215111376615630e-19 2.119199218182472553e-19 1.463220011854306234e-19 7.737985825028009963e-20 2.904967624454188840e-20 2.814444752850809571e-21 2.282648362637691112e-20 1.411217317052028420e-19 3.999057671264647956e-19 7.449472012603727664e-19
1.183662531125218809e-19 1.189018075880058153e-19 1.234880535986963310e-19 1.352028833796196466e-19 1.595805052570116960e-19 2.027372499146766846e-19 2.616481126693810773e-19 2.974729758621792159e-19 2.648215111376615630e-19 9.812645601431080199e-18 1.669790089517321349e-19 1.152921468455997512e-19 6.097025674886195705e-20 2.288924093621769941e-20 2.217598003756746883e-21 1.798577302729623090e-20 1.111946753259797228e-19 3.150995342765813821e-19 5.869695700176169428e-19
