   1   1   0.47176E+01
   1   2   0.00000E+00
   1   3   0.00000E+00
   1   4   0.00000E+00
   1   5   0.00000E+00
   1   6   0.00000E+00
   1   7   0.00000E+00
   1   8   0.00000E+00
   1   9   0.00000E+00
   1  10   0.00000E+00
   1  11   0.00000E+00
   1  12   0.00000E+00
   1  13   0.00000E+00
   1  14   0.00000E+00
   1  15   0.00000E+00
   1  16   0.00000E+00
   1  17   0.00000E+00
   1  18   0.00000E+00
   1  19   0.00000E+00
   1  20   0.00000E+00
   1  21   0.00000E+00
   1  22   0.00000E+00
   1  23   0.00000E+00
   1  24   0.00000E+00
   1  25   0.00000E+00
   1  26   0.00000E+00
   1  27   0.00000E+00
   1  28   0.00000E+00
   1  29   0.00000E+00
   1  30   0.00000E+00
   1  31   0.00000E+00
   1  32   0.00000E+00
   1  33   0.00000E+00
   1  34   0.00000E+00
   1  35   0.00000E+00
   1  36   0.00000E+00
   1  37   0.00000E+00
   1  38   0.00000E+00
   1  39   0.00000E+00
   1  40   0.00000E+00
   1  41   0.00000E+00
   1  42   0.00000E+00
   1  43   0.00000E+00
   1  44   0.00000E+00
   1  45   0.00000E+00
   1  46   0.00000E+00
   1  47   0.00000E+00
   1  48   0.00000E+00
   1  49   0.00000E+00
   1  50   0.00000E+00
   1  51   0.00000E+00
   1  52   0.00000E+00
   1  53   0.00000E+00
   1  54   0.00000E+00
   1  55   0.00000E+00
   1  56   0.00000E+00
   1  57   0.00000E+00
   1  58   0.00000E+00
   1  59   0.00000E+00
   1  60   0.00000E+00
   2   1   0.00000E+00
   2   2   0.16309E+02
   2   3  -0.23436E-01
   2   4   0.00000E+00
   2   5  -0.29089E-01
   2   6   0.30496E-05
   2   7   0.00000E+00
   2   8  -0.20986E-01
   2   9  -0.21041E-01
   2  10  -0.19682E-01
   2  11  -0.53598E-01
   2  12  -0.87000E-02
   2  13  -0.94444E-02
   2  14  -0.42512E-01
   2  15  -0.14428E-01
   2  16   0.32501E-05
   2  17  -0.60389E-02
   2  18   0.36450E-05
   2  19   0.19268E-05
   2  20   0.30177E-05
   2  21   0.42852E-05
   2  22  -0.86364E-07
   2  23  -0.69134E-07
   2  24   0.27141E-05
   2  25   0.23486E-04
   2  26  -0.67927E-02
   2  27  -0.15484E-07
   2  28   0.27211E-04
   2  29   0.37410E-05
   2  30   0.42490E-05
   2  31   0.13970E-04
   2  32   0.92944E-05
   2  33  -0.14366E-08
   2  34   0.75165E-05
   2  35   0.66617E-05
   2  36   0.23259E-06
   2  37   0.47413E-05
   2  38   0.71678E-06
   2  39   0.12622E-04
   2  40   0.00000E+00
   2  41   0.00000E+00
   2  42   0.00000E+00
   2  43   0.00000E+00
   2  44   0.00000E+00
   2  45   0.00000E+00
   2  46   0.00000E+00
   2  47   0.00000E+00
   2  48   0.00000E+00
   2  49   0.00000E+00
   2  50   0.00000E+00
   2  51   0.00000E+00
   2  52   0.00000E+00
   2  53   0.00000E+00
   2  54   0.00000E+00
   2  55   0.00000E+00
   2  56   0.00000E+00
   2  57   0.00000E+00
   2  58   0.00000E+00
   2  59   0.00000E+00
   2  60   0.00000E+00
   3   1   0.00000E+00
   3   2  -0.23436E-01
   3   3   0.20872E+02
   3   4   0.00000E+00
   3   5  -0.27978E-01
   3   6   0.27790E-05
   3   7   0.00000E+00
   3   8  -0.20188E-01
   3   9  -0.20372E-01
   3  10  -0.20071E-01
   3  11  -0.52134E-01
   3  12  -0.88867E-02
