1993ah	0.028488	35.3465833928	0.223905932998	0.128418942246
1993ag	0.050043	36.6823679154	0.166828851413	0.128418942246
1993o	0.052926	36.8176912545	0.1557559148	0.128418942246
1993b	0.070086	37.4467365424	0.158466934433	0.128418942246
1992bs	0.062668	37.4834093505	0.156099434739	0.128418942246
1992br	0.087589	38.2290570494	0.187745679272	0.128418942246
1992bp	0.078577	37.4881622607	0.155635656185	0.128418942246
1992bo	0.017227	34.6543699503	0.199337179559	0.128418942246
1992bl	0.042233	36.3364595483	0.167174042338	0.128418942246
1992bh	0.045295	36.6402721756	0.164981248644	0.128418942246
1992bg	0.03648	35.9053219652	0.170174952845	0.128418942246
1992bc	0.019599	34.5852174312	0.184691219687	0.128418942246
1992aq	0.100915	38.4567455954	0.167333481677	0.128418942246
1992ag	0.027342	35.085765693	0.175510835947	0.128418942246
1992ae	0.074605	37.5881157565	0.15977086456	0.128418942246
1992p	0.026489	35.4806851993	0.19131226974	0.001870261557
1990af	0.049922	36.5669734706	0.162303819627	0.128418942246
1990o	0.030604	35.5502377594	0.173295444142	0.128418942246
2001cz	0.016345641	34.0440277752	0.142912931364	0.128418942246
2001cn	0.0154363	33.9409483971	0.148694109648	0.128418942246
2001ba	0.030529	35.5992457186	0.088750663709	0.128418942246
2000ca	0.024525	35.0581706649	0.102438504345	0.128418942246
2000bh	0.023953	34.9687103775	0.107041197195	0.128418942246
1999gp	0.026038	35.3672620682	0.108499792159	0.128418942246
1993ac	0.048948	36.7315973987	0.172547618731	0.0
1994m	0.024314	35.1094950645	0.181662706307	6.1999960721e-11
1994s	0.015166	34.1016666152	0.215239340732	0.009354993721
1994t	0.03572	35.9605406407	0.171186987363	0.79821525066
1995ac	0.048818	36.3820107761	0.160299265066	5.14460000156e-08
1995ak	0.0219800059146	34.8529733574	0.187544764358	0.128418942246
1996ab	0.1244	39.0447885112	0.164268687505	0.128418942246
1996bl	0.036	35.8210170957	0.167885249541	0.128418942246
1996bo	0.016321	34.0174211141	0.204965074268	0.128418942246
1996bv	0.01673	34.2263371692	0.209464670311	0.128418942246
1996c	0.0275	35.6497059082	0.176364688958	0.218251065653
2000fa	0.021793	34.9737868712	0.232449382954	0.128418942246
2000dk	0.01645	34.1812962858	0.250896560248	0.128418942246
2000cn	0.023208	35.0855427174	0.231479604833	0.128418942246
2000cf	0.036457	36.1342331256	0.217628588382	0.128418942246
1999gd	0.019264	34.9526137319	0.24063381695	0.128418942246
1999ek	0.017605	34.3437956957	0.271650644819	0.128418942246
1999cc	0.031528	35.7287687764	0.225362488845	0.0
1998eg	0.023536	35.1695990888	0.234698201629	0.128418942246
