    0.13824E+03    0.00000E+00    0.72080E+00   -0.10000E+01
  9.98999967E-05   386.57245       386.57245       1.0000000    
  1.02326601E-04   395.57727       395.57727       1.0000000    
  1.04812141E-04   404.79108       404.79108       1.0000000    
  1.07358057E-04   414.22025       414.22025       1.0000000    
  1.09965826E-04   423.86829       423.86829       1.0000000    
  1.12636932E-04   433.74023       433.74023       1.0000000    
  1.15372917E-04   443.84207       443.84207       1.0000000    
  1.18175354E-04   454.17920       454.17920       1.0000000    
  1.21045879E-04   464.75616       464.75616       1.0000000    
  1.23986116E-04   475.57858       475.57858       1.0000000    
  1.26997795E-04   486.65298       486.65298       1.0000000    
  1.30082597E-04   497.98523       497.98523       1.0000000    
  1.33242342E-04   509.58044       509.58044       1.0000000    
  1.36478848E-04   521.44562       521.44562       1.0000000    
  1.39793963E-04   533.58508       533.58508       1.0000000    
  1.43189609E-04   546.00812       546.00812       1.0000000    
  1.46667735E-04   558.71832       558.71832       1.0000000    
  1.50230335E-04   571.72437       571.72437       1.0000000    
  1.53879475E-04   585.03314       585.03314       1.0000000    
  1.57617251E-04   598.64948       598.64948       1.0000000    
  1.61445831E-04   612.58270       612.58270       1.0000000    
  1.65367397E-04   626.83905       626.83905       1.0000000    
  1.69384220E-04   641.42596       641.42596       1.0000000    
  1.73498614E-04   656.35101       656.35101       1.0000000    
  1.77712951E-04   671.62213       671.62213       1.0000000    
  1.82029675E-04   687.24719       687.24719       1.0000000    
  1.86451216E-04   703.23450       703.23450       1.0000000    
  1.90980179E-04   719.59229       719.59229       1.0000000    
  1.95619141E-04   736.32776       736.32776       1.0000000    
  2.00370792E-04   753.45251       753.45251       1.0000000    
  2.05237884E-04   770.97247       770.97247       1.0000000    
  2.10223167E-04   788.89838       788.89838       1.0000000    
  2.15329550E-04   807.23956       807.23956       1.0000000    
  2.20559959E-04   826.00397       826.00397       1.0000000    
  2.25917451E-04   845.20306       845.20306       1.0000000    
  2.31405065E-04   864.84497       864.84497       1.0000000    
  2.37025961E-04   884.94000       884.94000       1.0000000    
  2.42783382E-04   905.49860       905.49860       1.0000000    
  2.48680677E-04   926.53284       926.53284       1.0000000    
  2.54721206E-04   948.05225       948.05225       1.0000000    
  2.60908477E-04   970.06769       970.06769       1.0000000    
  2.67246010E-04   992.58862       992.58862       1.0000000    
  2.73737533E-04   1015.6306       1015.6306       1.0000000    
  2.80386710E-04   1039.2014       1039.2014       1.0000000    
  2.87197356E-04   1063.3153       1063.3153       1.0000000    
  2.94173486E-04   1087.9845       1087.9845       1.0000000    
  3.01319058E-04   1113.2197       1113.2197       1.0000000    
  3.08638177E-04   1139.0337       1139.0337       1.0000000    
  3.16135091E-04   1165.4397       1165.4397       1.0000000    
  3.23814107E-04   1192.4531       1192.4531       1.0000000    
  3.31679679E-04   1220.0835       1220.0835       1.0000000    
  3.39736260E-04   1248.3470       1248.3470       1.0000000    
  3.47988593E-04   1277.2554       1277.2554       1.0000000    
  3.56441305E-04   1306.8258       1306.8258       1.0000000    
  3.65099404E-04   1337.0731       1337.0731       1.0000000    
  3.73967807E-04   1368.0074       1368.0074       1.0000000    
  3.83051549E-04   1399.6497       1399.6497       1.0000000    
  3.92356043E-04   1432.0099       1432.0099       1.0000000    
  4.01886471E-04   1465.1100       1465.1100       1.0000000    
  4.11648420E-04   1498.9580       1498.9580       1.0000000    
  4.21647506E-04   1533.5763       1533.5763       1.0000000    
  4.31889464E-04   1568.9792       1568.9792       1.0000000    
  4.42380202E-04   1605.1840       1605.1840       1.0000000    
  4.53125744E-04   1642.2085       1642.2085       1.0000000    
  4.64132318E-04   1680.0680       1680.0680       1.0000000    
  4.75406239E-04   1718.7804       1718.7804       1.0000000    
  4.86953999E-04   1758.3683       1758.3683       1.0000000    
  4.98782319E-04   1798.8438       1798.8438       1.0000000    
  5.10897837E-04   1840.2300       1840.2300       1.0000000    
  5.23307710E-04   1882.5433       1882.5433       1.0000000    
  5.36019041E-04   1925.8037       1925.8037       1.0000000    
  5.49039047E-04   1970.0319       1970.0319       1.0000000    
  5.62375470E-04   2015.2490       2015.2490       1.0000000    
  5.76035702E-04   2061.4727       2061.4727       1.0000000    
  5.90027834E-04   2108.7241       2108.7241       1.0000000    
  6.04359782E-04   2157.0259       2157.0259       1.0000000    
  6.19039813E-04   2206.3960       2206.3960       1.0000000    
  6.34076598E-04   2256.8574       2256.8574       1.0000000    
  6.49478461E-04   2308.4333       2308.4333       1.0000000    
  6.65254483E-04   2361.1428       2361.1428       1.0000019    
  6.81413803E-04   2415.0146       2415.0146       1.0000000    
  6.97965501E-04   2470.0635       2470.0635       1.0000000    
  7.14919297E-04   2526.3188       2526.3188       1.0000000    
  7.32284854E-04   2583.8064       2583.8064       1.0000000    
  7.50072359E-04   2642.5415       2642.5415       1.0000000    
  7.68291822E-04   2702.5500       2702.5500       1.0000000    
  7.86954013E-04   2763.8633       2763.8633       1.0000000    
  8.06069293E-04   2826.4973       2826.4973       1.0000000    
  8.25648953E-04   2890.4849       2890.4849       1.0000000    
  8.45704169E-04   2955.8418       2955.8418       1.0000000    
  8.66246759E-04   3022.6013       3022.6013       1.0000000    
  8.87288072E-04   3090.7866       3090.7866       1.0000000    
  9.08840506E-04   3160.4197       3160.4197       1.0000000    
  9.30916634E-04   3231.5347       3231.5347       1.0000000    
  9.53528914E-04   3304.1494       3304.1494       1.0000000    
  9.76690324E-04   3378.2993       3378.2993       1.0000000    
  1.00041437E-03   3454.0012       3454.0012       1.0000000    
  1.02471490E-03   3531.2915       3531.2915       1.0000000    
  1.04960555E-03   3610.1943       3610.1943       1.0000000    
  1.07510062E-03   3690.7334       3690.7334       1.0000000    
  1.10121537E-03   3772.9397       3772.9397       1.0000000    
  1.12796412E-03   3856.8374       3856.8374       1.0000019    
  1.15536270E-03   3942.4578       3942.4578       1.0000000    
  1.18342706E-03   4029.8252       4029.8252       1.0000000    
  1.21217268E-03   4118.9556       4118.9556       1.0000019    
  1.24161679E-03   4209.8970       4209.8970       1.0000000    
  1.27177592E-03   4302.6577       4302.6577       1.0000018    
  1.30266789E-03   4397.2773       4397.2773       1.0000019    
  1.33431004E-03   4493.7808       4493.7808       1.0000000    
  1.36672077E-03   4592.1831       4592.1831       1.0000019    
  1.39991916E-03   4692.5342       4692.5342       1.0000000    
  1.43392349E-03   4794.8408       4794.8408       1.0000000    
  1.46875391E-03   4899.1348       4899.1348       1.0000000    
  1.50443066E-03   5005.4492       5005.4492       1.0000000    
  1.54097355E-03   5113.7974       5113.7974       1.0000000    
  1.57840422E-03   5224.2119       5224.2119      0.99999803    
  1.61674398E-03   5336.7051       5336.7051      0.99999809    
  1.65601552E-03   5451.3188       5451.3188      0.99999613    
  1.69624051E-03   5568.0547       5568.0547      0.99999809    
  1.73744268E-03   5686.9429       5686.9429      0.99999809    
  1.77964603E-03   5808.0151       5808.0151      0.99999809    
  1.82287407E-03   5931.2803       5931.2803      0.99999809    
  1.86715217E-03   6056.7573       6056.7573      0.99999809    
  1.91250618E-03   6184.4873       6184.4873      0.99999821    
  1.95896137E-03   6314.4541       6314.4541       1.0000000    
  2.00654496E-03   6446.7090       6446.7090       1.0000000    
  2.05528457E-03   6581.2568       6581.2568       1.0000019    
  2.10520835E-03   6718.1006       6718.1006       1.0000037    
  2.15634448E-03   6857.2656       6857.2656       1.0000057    
  2.20872252E-03   6998.7671       6998.7671       1.0000057    
  2.26237369E-03   7142.6025       7142.5889       1.0000076    
  2.31732707E-03   7288.7676       7288.7676       1.0000095    
  2.37361551E-03   7437.3003       7437.3003       1.0000095    
  2.43127136E-03   7588.1943       7588.1797       1.0000095    
  2.49032793E-03   7741.4404       7741.4404       1.0000094    
  2.55081872E-03   7897.0435       7897.0435       1.0000095    
  2.61277868E-03   8055.0215       8055.0215       1.0000076    
  2.67624436E-03   8215.3604       8215.3604       1.0000057    
  2.74125091E-03   8378.0596       8378.0596       1.0000019    
  2.80783675E-03   8543.1172       8543.1172      0.99999815    
  2.87604029E-03   8710.5303       8710.5303      0.99999237    
  2.94590020E-03   8880.2578       8880.2578      0.99998671    
  3.01745697E-03   9052.3086       9052.3086      0.99998093    
  3.09075159E-03   9226.6367       9226.6367      0.99997711    
  3.16582760E-03   9403.2461       9403.2461      0.99997330    
  3.24272644E-03   9582.1025       9582.1025      0.99996758    
  3.32149281E-03   9763.1699       9763.1699      0.99996561    
  3.40217329E-03   9946.4248       9946.4248      0.99996370    
  3.48481303E-03   10131.824       10131.824      0.99996567    
  3.56946001E-03   10319.321       10319.321      0.99996954    
  3.65616404E-03   10508.906       10508.906      0.99997520    
  3.74497334E-03   10700.523       10700.523      0.99998283    
  3.83593934E-03   10894.098       10894.098      0.99999434    
  3.92911537E-03   11089.608       11089.608       1.0000095    
  4.02455544E-03   11286.992       11286.992       1.0000210    
  4.12231311E-03   11486.179       11486.179       1.0000209    
  4.22244472E-03   11687.098       11687.098      0.99999422    
  4.32501035E-03   11889.649       11889.649      0.99994844    
  4.43006586E-03   12093.796       12093.796      0.99992174    
  4.53767320E-03   12299.430       12299.430      0.99996382    
  4.64789569E-03   12506.462       12506.462       1.0001068    
  4.76079388E-03   12714.796       12714.796       1.0002612    
  4.87643480E-03   12924.356       12924.330       1.0002500    
