1.096358168817999874e-15 4.753371953663999800e-17 -7.871534701174999298e-18 1.350946655471999826e-17 -1.942012325119999553e-18 -1.081177754207999998e-17 9.837611303695997899e-19 -4.804687772970999154e-18 3.098575303667999238e-18 -1.870820352243999834e-18 -2.040215639442999718e-18 1.842243665803999604e-17 6.700433843565998564e-19 -1.481629202013999672e-18
4.753371953663999800e-17 3.435801157096999783e-16 -2.225989388769999516e-17 1.086075341451999835e-18 8.262137246096997471e-18 7.015314621887998361e-18 -3.961838026875999462e-18 1.014509638411999712e-18 5.334755001719999430e-18 2.355953371781999727e-18 -4.275269207251998747e-18 -1.057487883854999776e-18 1.215292937033999754e-18 2.308227028278999916e-18
-7.871534701174999298e-18 -2.225989388769999516e-17 1.580003686700999632e-16 4.669269337943998916e-18 -1.817054638332999753e-18 2.275028371853999641e-18 1.715652505323999647e-18 2.783449813484999347e-18 7.235573784921999395e-19 -1.142624520730999745e-18 -6.742676953732999770e-18 -1.169753183288999783e-18 -4.205662195857999547e-18 1.962723522878999695e-18
1.350946655471999826e-17 1.086075341451999835e-18 4.669269337943998916e-18 6.585260522205998094e-17 5.833350365645999637e-18 3.679799083910999399e-20 -4.072003630866999237e-18 2.504775291831999674e-18 -1.737933946415999566e-18 1.785003153415999659e-18 -2.317302656342999585e-18 5.607178579522999025e-19 8.721916232553999366e-19 6.284823855081999351e-19
-1.942012325119999553e-18 8.262137246096997471e-18 -1.817054638332999753e-18 5.833350365645999637e-18 3.805042514493999706e-17 1.648786171347999726e-18 3.668906243025999203e-19 1.517135717057999903e-18 -1.902714537949999795e-18 -5.344350685682999444e-19 -6.756205944707999859e-19 3.290839819209999403e-20 8.403040988448998945e-19 2.409364768539999693e-19
-1.081177754207999998e-17 7.015314621887998361e-18 2.275028371853999641e-18 3.679799083910999399e-20 1.648786171347999726e-18 3.325003508786999377e-17 8.504268404379999010e-19 1.086139486884999786e-18 -8.481521963844998964e-19 -7.699215459069997737e-19 -1.927212220020999743e-18 -1.622385667144999613e-18 -1.332044042343999593e-18 -3.099777367827999396e-20
9.837611303695997899e-19 -3.961838026875999462e-18 1.715652505323999647e-18 -4.072003630866999237e-18 3.668906243025999203e-19 8.504268404379999010e-19 2.136989489068999410e-17 1.838075414643999633e-18 1.976585046122999466e-19 1.676460516586999733e-18 1.794579919767999873e-19 4.275435278233998816e-20 2.774394575585999676e-19 9.626296662501997990e-19
-4.804687772970999154e-18 1.014509638411999712e-18 2.783449813484999347e-18 2.504775291831999674e-18 1.517135717057999903e-18 1.086139486884999786e-18 1.838075414643999633e-18 1.663672837995999689e-17 2.414938384998999460e-19 1.312995733409999804e-18 -9.335166696657998302e-20 -3.625391251587999289e-20 4.250695003372999243e-19 -6.800866894241998767e-19
3.098575303667999238e-18 5.334755001719999430e-18 7.235573784921999395e-19 -1.737933946415999566e-18 -1.902714537949999795e-18 -8.481521963844998964e-19 1.976585046122999466e-19 2.414938384998999460e-19 1.636541600113999864e-17 4.751094768925998540e-19 -6.790716799739998040e-19 1.074341092260999862e-18 5.534532766214999213e-19 -2.203694566675999895e-19
-1.870820352243999834e-18 2.355953371781999727e-18 -1.142624520730999745e-18 1.785003153415999659e-18 -5.344350685682999444e-19 -7.699215459069997737e-19 1.676460516586999733e-18 1.312995733409999804e-18 4.751094768925998540e-19 1.144222042910999685e-17 1.757831318236999624e-18 7.675064639057999210e-19 8.903801264443998607e-19 7.805280801992998294e-19
-2.040215639442999718e-18 -4.275269207251998747e-18 -6.742676953732999770e-18 -2.317302656342999585e-18 -6.756205944707999859e-19 -1.927212220020999743e-18 1.794579919767999873e-19 -9.335166696657998302e-20 -6.790716799739998040e-19 1.757831318236999624e-18 1.046797909189999775e-17 -8.293446905071999152e-19 2.678496900269999615e-19 2.589147436116999537e-19
1.842243665803999604e-17 -1.057487883854999776e-18 -1.169753183288999783e-18 5.607178579522999025e-19 3.290839819209999403e-20 -1.622385667144999613e-18 4.275435278233998816e-20 -3.625391251587999289e-20 1.074341092260999862e-18 7.675064639057999210e-19 -8.293446905071999152e-19 8.573491920519999600e-18 8.869064531196998685e-19 6.051929797760999038e-19
6.700433843565998564e-19 1.215292937033999754e-18 -4.205662195857999547e-18 8.721916232553999366e-19 8.403040988448998945e-19 -1.332044042343999593e-18 2.774394575585999676e-19 4.250695003372999243e-19 5.534532766214999213e-19 8.903801264443998607e-19 2.678496900269999615e-19 8.869064531196998685e-19 6.964557967035998383e-18 7.450485172923998615e-19
-1.481629202013999672e-18 2.308227028278999916e-18 1.962723522878999695e-18 6.284823855081999351e-19 2.409364768539999693e-19 -3.099777367827999396e-20 9.626296662501997990e-19 -6.800866894241998767e-19 -2.203694566675999895e-19 7.805280801992998294e-19 2.589147436116999537e-19 6.051929797760999038e-19 7.450485172923998615e-19 2.729281680999999317e-18
