    2 9.663392e-06
   12 1.909973e-04
   22 3.723675e-04
   32 5.501771e-04
   42 7.218740e-04
   52 8.843017e-04
   62 1.037405e-03
   72 1.179566e-03
   82 1.309029e-03
   92 1.426331e-03
  102 3.062037e-03
  132 5.319761e-03
  162 5.787112e-03
  192 6.107642e-03
  222 6.402547e-03
  252 6.768248e-03
  282 7.247042e-03
  312 7.828265e-03
  342 8.447593e-03
  372 9.024410e-03
  402 9.492945e-03
  432 9.823934e-03
  462 1.002759e-02
  492 1.014069e-02
  522 1.021261e-02
  552 2.228037e-02
  652 3.506713e-02
  752 3.270081e-02
  852 2.688412e-02
  952 2.095548e-02
 1052 1.576335e-02
 1152 2.333531e-02
 1452 1.719703e-02
 1752 1.086557e-02
 2052 1.578074e-02
 2352 2.303967e-02
 2500 1.871727e-02
