    2 6.739992e-06
   12 1.305459e-04
   22 2.516772e-04
   32 3.654775e-04
   42 4.684224e-04
   52 5.559425e-04
   62 6.270024e-04
   72 6.789854e-04
   82 7.107832e-04
   92 7.223259e-04
  102 1.429373e-03
  132 1.793345e-03
  162 1.264162e-03
  192 9.397860e-04
  222 1.122707e-03
  252 1.884497e-03
  282 3.018539e-03
  312 4.137815e-03
  342 4.841477e-03
  372 4.891041e-03
  402 4.298638e-03
  432 3.320437e-03
  462 2.353160e-03
  492 1.791241e-03
  522 1.876025e-03
  552 5.649630e-03
  652 1.900728e-02
  752 1.140300e-02
  852 7.514702e-03
  952 1.286819e-02
 1052 6.996590e-03
 1152 7.107772e-03
 1452 5.107366e-03
 1752 3.227960e-03
 2052 6.014613e-03
 2352 8.076624e-03
 2500 5.691020e-03
