   3.685502E+03  -5.798673E+02   1.535029E+02  -3.224823E+01   4.301191E+00   2.459913E+01  -6.705430E+00  -7.159672E+00  -1.148807E+01  -1.559252E+01  -1.618205E+01  -1.274914E+01  -9.711460E+00  -9.743179E+00  -1.227739E+01  -1.467361E+01  -1.302651E+01  -9.350503E+00  -4.922591E+00  -2.757925E+00  -2.832683E+00  -3.308236E+00  -2.937185E+00  -1.031574E+00   1.209066E+00   2.647737E+00   2.609360E+00   2.471466E+00   3.049740E+00   4.476571E+00   5.628712E+00   6.978199E+00   7.291205E+00   7.671736E+00   7.900227E+00   8.376072E+00   9.164738E+00   9.287991E+00   1.023761E+01   1.004379E+01   1.017831E+01   1.072381E+01   1.092962E+01   1.161513E+01   1.207704E+01   1.200610E+01   1.222883E+01
  -5.798673E+02   4.635714E+03  -6.623198E+02   1.748742E+02  -2.094687E+01   1.497621E+01   3.262709E+01   3.474467E+00   1.992541E+00   9.123187E-01   7.770333E-01   2.219669E+00   3.414253E+00   3.631958E+00   2.974603E+00   1.943925E+00   3.039164E+00   4.238921E+00   6.142806E+00   7.133191E+00   7.224706E+00   7.235936E+00   7.329393E+00   8.164943E+00   9.172392E+00   9.931980E+00   9.838227E+00   9.836873E+00   1.024137E+01   1.102932E+01   1.132967E+01   1.208268E+01   1.211441E+01   1.244759E+01   1.257837E+01   1.280892E+01   1.327856E+01   1.308363E+01   1.395445E+01   1.365961E+01   1.371731E+01   1.415825E+01   1.416660E+01   1.472540E+01   1.510005E+01   1.494533E+01   1.515219E+01
   1.535029E+02  -6.623198E+02   4.691054E+03  -6.689293E+02   1.527723E+02  -2.824747E-01   2.506667E+01   4.266200E+01   1.776306E+01   2.030623E+01   2.075076E+01   1.979990E+01   1.878567E+01   1.931097E+01   2.093237E+01   2.161923E+01   2.200702E+01   2.023716E+01   1.904386E+01   1.859826E+01   1.890770E+01   1.952513E+01   1.931300E+01   1.883241E+01   1.830881E+01   1.821448E+01   1.808661E+01   1.826946E+01   1.845014E+01   1.841729E+01   1.768462E+01   1.766331E+01   1.736893E+01   1.762805E+01   1.764323E+01   1.756817E+01   1.761623E+01   1.706462E+01   1.776747E+01   1.739045E+01   1.736027E+01   1.764131E+01   1.741556E+01   1.777366E+01   1.801306E+01   1.777872E+01   1.795776E+01
  -3.224823E+01   1.748742E+02  -6.689293E+02   4.856234E+03  -5.140650E+02   1.314903E+02   1.561658E+01   3.823638E+01   6.347536E+01   4.134692E+01   4.244931E+01   3.894084E+01   3.555723E+01   3.644983E+01   4.058579E+01   4.316313E+01   4.281951E+01   3.782336E+01   3.326961E+01   3.127709E+01   3.185354E+01   3.316941E+01   3.264213E+01   3.072898E+01   2.853075E+01   2.751090E+01   2.735766E+01   2.776253E+01   2.771345E+01   2.678300E+01   2.489792E+01   2.402301E+01   2.336741E+01   2.355839E+01   2.345303E+01   2.304104E+01   2.262301E+01   2.166442E+01   2.219735E+01   2.172643E+01   2.160260E+01   2.171333E+01   2.122201E+01   2.136224E+01   2.145538E+01   2.112899E+01   2.128139E+01
   4.301191E+00  -2.094687E+01   1.527723E+02  -5.140650E+02   3.039077E+03  -2.737403E+02   9.507573E+01   2.720877E+01   5.135149E+01   7.537122E+01   5.383541E+01   4.908310E+01   4.452945E+01   4.564902E+01   5.112127E+01   5.469308E+01   5.406105E+01   4.742382E+01   4.118276E+01   3.842455E+01   3.917360E+01   4.089784E+01   4.022548E+01   3.759044E+01   3.454333E+01   3.307300E+01   3.291725E+01   3.346484E+01   3.332646E+01   3.194986E+01   2.944012E+01   2.813605E+01   2.728630E+01   2.747096E+01   2.731481E+01   2.673159E+01   2.608230E+01   2.488352E+01   2.537949E+01   2.484273E+01   2.467520E+01   2.472044E+01   2.408006E+01   2.413277E+01   2.416866E+01   2.378363E+01   2.393683E+01
   2.459913E+01   1.497621E+01  -2.824747E-01   1.314903E+02  -2.737403E+02   1.614531E+03  -1.383071E+02   7.503756E+01   3.530992E+01   5.581241E+01   6.876287E+01   4.729642E+01   4.306560E+01   4.418709E+01   4.942774E+01   5.283138E+01   5.236890E+01   4.612194E+01   4.029350E+01   3.773910E+01   3.850082E+01   4.020466E+01   3.959480E+01   3.713500E+01   3.428457E+01   3.294197E+01   3.281102E+01   3.337087E+01   3.328932E+01   3.202309E+01   2.961367E+01   2.840891E+01   2.759840E+01   2.782102E+01   2.769473E+01   2.715403E+01   2.656280E+01   2.538786E+01   2.594560E+01   2.541327E+01   2.526594E+01   2.535125E+01   2.473286E+01   2.483151E+01   2.490174E+01   2.452395E+01   2.469988E+01
  -6.705430E+00   3.262709E+01   2.506667E+01   1.561658E+01   9.507573E+01  -1.383071E+02   9.399742E+02  -8.743247E+01   7.038762E+01   4.032770E+01   5.124750E+01   5.325593E+01   3.958416E+01   4.065140E+01   4.532760E+01   4.829162E+01   4.807027E+01   4.260464E+01   3.761491E+01   3.545821E+01   3.618436E+01   3.775960E+01   3.723842E+01   3.513843E+01   3.270565E+01   3.161058E+01   3.149453E+01   3.202366E+01   3.202465E+01   3.099523E+01   2.884550E+01   2.786395E+01   2.713832E+01   2.740498E+01   2.732115E+01   2.686999E+01   2.640655E+01   2.530938E+01   2.596034E+01   2.543911E+01   2.532308E+01   2.547650E+01   2.491831E+01   2.510080E+01   2.523042E+01   2.487007E+01   2.507335E+01
  -7.159672E+00   3.474467E+00   4.266200E+01   3.823638E+01   2.720877E+01   7.503756E+01  -8.743247E+01   7.976382E+02  -7.485490E+01   7.753835E+01   4.410910E+01   4.826880E+01   4.854325E+01   4.253239E+01   4.748262E+01   5.066714E+01   5.042964E+01   4.468410E+01   3.939485E+01   3.711129E+01   3.789544E+01   3.957987E+01   3.905366E+01   3.682606E+01   3.423613E+01   3.306595E+01   3.296938E+01   3.354908E+01   3.354872E+01   3.243493E+01   3.015859E+01   2.909211E+01   2.833581E+01   2.861547E+01   2.853362E+01   2.805443E+01   2.754707E+01   2.640338E+01   2.705764E+01   2.653192E+01   2.641644E+01   2.656486E+01   2.597920E+01   2.615060E+01   2.627624E+01   2.591074E+01   2.612634E+01
  -1.148807E+01   1.992541E+00   1.776306E+01   6.347536E+01   5.135149E+01   3.530992E+01   7.038762E+01  -7.485490E+01   8.897810E+02  -6.489977E+01   9.197967E+01   5.079044E+01   5.240653E+01   5.869184E+01   5.756120E+01   6.178366E+01   6.124663E+01   5.390345E+01   4.692008E+01   4.387090E+01   4.484118E+01   4.694727E+01   4.630167E+01   4.334719E+01   3.989278E+01   3.825825E+01   3.818530E+01   3.892432E+01   3.882991E+01   3.724287E+01   3.434480E+01   3.281843E+01   3.188074E+01   3.214666E+01   3.201890E+01   3.136546E+01   3.060635E+01   2.924364E+01   2.981617E+01   2.925317E+01   2.909968E+01   2.916313E+01   2.843359E+01   2.848893E+01   2.854035E+01   2.813270E+01   2.834609E+01
  -1.559252E+01   9.123187E-01   2.030623E+01   4.134692E+01   7.537122E+01   5.581241E+01   4.032770E+01   7.753835E+01  -6.489977E+01   9.441941E+02  -5.662137E+01   9.086577E+01   5.623866E+01   6.360551E+01   7.589430E+01   7.406505E+01   7.329320E+01   6.423528E+01   5.552386E+01   5.170075E+01   5.287853E+01   5.544861E+01   5.465870E+01   5.096145E+01   4.663105E+01   4.454768E+01   4.447203E+01   4.537830E+01   4.521487E+01   4.318149E+01   3.960091E+01   3.764110E+01   3.648836E+01   3.677304E+01   3.659941E+01   3.576855E+01   3.477956E+01   3.313194E+01   3.372013E+01   3.306522E+01   3.286840E+01   3.288749E+01   3.198969E+01   3.198158E+01   3.199280E+01   3.150912E+01   3.173489E+01
