    0.89458E-09   -0.24298E-10    0.18448E-10    0.13074E-10    0.10636E-10    0.53631E-12   -0.99511E-12    0.23205E-11    0.25141E-10    0.19037E-10    0.11319E-10    0.18574E-10    0.14573E-11    0.77103E-11    0.36806E-11    0.14540E-11    0.99613E-11    0.65735E-10    0.39036E-10    0.22835E-10    0.11450E-10   -0.26699E-11    0.27053E-11   -0.12368E-11    0.78210E-11   -0.10754E-11    0.95806E-11    0.46234E-12    0.55181E-11    0.45324E-11    0.33549E-12    0.12344E-11    0.13951E-10    0.31321E-10    0.12975E-10    0.11494E-10    0.13306E-10   -0.81610E-11    0.38213E-11    0.27217E-11    0.15652E-09    0.21911E-10    0.66188E-11    0.11868E-10    0.63315E-11    0.44387E-11    0.46340E-11    0.35883E-11
   -0.24298E-10    0.35381E-09    0.12574E-10    0.14673E-10    0.11176E-10    0.45293E-11    0.20544E-11    0.18359E-11    0.17377E-10   -0.32851E-11    0.10180E-11    0.27350E-12    0.76485E-11    0.26777E-11    0.28041E-11    0.13130E-11    0.29096E-10    0.33062E-10    0.65987E-11    0.10089E-10    0.82721E-11    0.41634E-11    0.47826E-11    0.22803E-11    0.17022E-10   -0.44501E-12    0.43677E-11   -0.23044E-11    0.40106E-11    0.35923E-11    0.29121E-11    0.18360E-11    0.38303E-10    0.75287E-11    0.25066E-10    0.17325E-10    0.67237E-11    0.76438E-11    0.52487E-11    0.13629E-11   -0.50820E-10    0.17027E-10    0.15309E-10   -0.27510E-11    0.84894E-11    0.22723E-11    0.27209E-11    0.24073E-11
    0.18448E-10    0.12574E-10    0.12695E-09    0.87072E-11    0.39365E-11    0.61992E-11    0.32047E-11    0.22508E-11    0.26844E-11    0.74116E-11   -0.43403E-11   -0.14041E-11    0.36471E-11    0.47271E-11    0.20086E-11    0.13623E-11    0.28010E-10    0.23965E-10    0.17917E-10    0.88176E-11    0.54059E-11    0.46861E-11    0.34955E-11    0.14698E-11    0.15278E-10    0.88647E-11   -0.15867E-12    0.16076E-12    0.55222E-11    0.23179E-11    0.11978E-11    0.17285E-11    0.19886E-10    0.15098E-10    0.82069E-11   -0.26264E-11    0.71219E-11    0.41625E-11    0.19577E-11    0.83435E-12    0.29936E-10   -0.29183E-12    0.52030E-11   -0.97007E-12    0.64836E-11    0.34083E-11    0.20244E-11    0.27397E-13
    0.13074E-10    0.14673E-10    0.87072E-11    0.61974E-10    0.50005E-11    0.48593E-11    0.36127E-11    0.27002E-11    0.21233E-11    0.49557E-11   -0.23114E-11   -0.14458E-11    0.10977E-11    0.16960E-11    0.21254E-11    0.11414E-11    0.91123E-11    0.22130E-10    0.14597E-10    0.86909E-11    0.53353E-11    0.59684E-11    0.44132E-11    0.29368E-11    0.36442E-11   -0.25093E-11    0.14022E-11   -0.27374E-11    0.82555E-12    0.20257E-11    0.12233E-11    0.59364E-12    0.19283E-11    0.14158E-10    0.12121E-10    0.49950E-11    0.60724E-11    0.36080E-11    0.43312E-11    0.27020E-11   -0.20287E-11    0.43622E-11   -0.41716E-12   -0.21584E-11    0.40395E-11    0.14709E-11    0.80029E-12    0.41701E-12
    0.10636E-10    0.11176E-10    0.39365E-11    0.50005E-11    0.24539E-10    0.39801E-11    0.29340E-11    0.17972E-11    0.18475E-11   -0.29440E-11    0.24857E-12   -0.21556E-11    0.86181E-12   -0.45297E-12    0.50528E-12    0.12984E-11    0.10499E-10    0.11609E-10    0.82916E-11    0.86977E-11    0.57916E-11    0.43216E-11    0.28573E-11    0.22406E-11    0.14019E-11   -0.21821E-11    0.42738E-11   -0.33604E-12    0.17740E-11   -0.20390E-12    0.97805E-13    0.82134E-12    0.10814E-10    0.54604E-11    0.59540E-11    0.35614E-11    0.65334E-11    0.38316E-11    0.33726E-11    0.20613E-11    0.38593E-11   -0.66743E-11   -0.21409E-11    0.92060E-12    0.16738E-11    0.13385E-11    0.11053E-11    0.65637E-12
    0.53631E-12    0.45293E-11    0.61992E-11    0.48593E-11    0.39801E-11    0.11061E-10    0.29379E-11    0.20831E-11    0.88534E-11   -0.26860E-12   -0.11396E-11   -0.89649E-12    0.21509E-13    0.83338E-12    0.46728E-12    0.32715E-12    0.21476E-11    0.57945E-11    0.59118E-11    0.51052E-11    0.37151E-11    0.40735E-11    0.31374E-11    0.22345E-11    0.35845E-11    0.23306E-11    0.13607E-11    0.96689E-12    0.11999E-11   -0.38310E-13    0.12116E-12    0.28392E-12    0.28513E-11    0.70943E-11    0.69666E-11    0.52369E-11    0.25576E-11    0.23027E-11    0.19651E-11    0.17861E-11   -0.28431E-11   -0.69731E-11    0.21587E-11    0.22603E-12    0.18607E-12   -0.34929E-12   -0.18767E-12    0.51275E-12
   -0.99511E-12    0.20544E-11    0.32047E-11    0.36127E-11    0.29340E-11    0.29379E-11    0.58041E-11    0.18543E-11    0.18298E-11    0.21206E-12    0.85076E-12   -0.41348E-12    0.83543E-12    0.33437E-12    0.17888E-12   -0.57755E-13    0.38781E-12    0.35190E-11    0.32206E-11    0.36655E-11    0.23765E-11    0.29919E-11    0.27928E-11    0.19557E-11    0.22754E-11   -0.89903E-12    0.40413E-12   -0.61944E-12    0.28005E-12   -0.40292E-13    0.18276E-12    0.30886E-13    0.62770E-12    0.11590E-11    0.29855E-11    0.17568E-11    0.25925E-11    0.21635E-11    0.17061E-11    0.14765E-11   -0.47813E-11    0.32306E-11    0.21012E-11   -0.95936E-12    0.60697E-12    0.79175E-13    0.14762E-12   -0.21516E-13
    0.23205E-11    0.18359E-11    0.22508E-11    0.27002E-11    0.17972E-11    0.20831E-11    0.18543E-11    0.35470E-11    0.61381E-11   -0.10854E-12   -0.77333E-15    0.30388E-12   -0.24406E-12    0.89539E-13    0.18173E-12   -0.99445E-13    0.49984E-11    0.46544E-11    0.25899E-11    0.20885E-11    0.19219E-11    0.23584E-11    0.21314E-11    0.22459E-11   -0.11138E-11    0.55214E-12    0.11971E-11   -0.47977E-12    0.14918E-12    0.12044E-12   -0.44434E-13   -0.21363E-12    0.46003E-11    0.48010E-11    0.18711E-11    0.17958E-11    0.15161E-11    0.15718E-11    0.21769E-11    0.19184E-11   -0.75269E-12   -0.17536E-11   -0.60758E-12   -0.38207E-12   -0.61933E-13    0.23639E-12   -0.99859E-13   -0.56462E-13
    0.25141E-10    0.17377E-10    0.26844E-11    0.21233E-11    0.18475E-11    0.88534E-11    0.18298E-11    0.61381E-11    0.78834E-09    0.32445E-10    0.11806E-10    0.59399E-11    0.85165E-12   -0.30483E-12    0.64655E-12    0.14099E-12    0.32297E-11    0.19206E-11   -0.14944E-11    0.42897E-11    0.68316E-11    0.55410E-11    0.43969E-11    0.50816E-11   -0.26783E-10    0.52627E-11    0.72047E-11   -0.56553E-12   -0.11205E-11   -0.10347E-11   -0.41316E-12    0.19198E-11    0.78975E-10    0.32790E-10   -0.89307E-12   -0.85909E-11    0.13087E-10    0.60609E-12   -0.22256E-11    0.18726E-11   -0.39168E-10   -0.48163E-10   -0.80353E-12    0.71553E-11    0.16870E-11    0.35699E-11    0.14812E-11    0.83884E-12
    0.19037E-10   -0.32851E-11    0.74116E-11    0.49557E-11   -0.29440E-11   -0.26860E-12    0.21206E-12   -0.10854E-12    0.32445E-10    0.32344E-09    0.74605E-11   -0.38000E-11    0.31074E-13    0.87805E-12    0.13569E-11    0.13197E-11    0.11103E-10    0.36126E-11    0.10692E-11   -0.32365E-11   -0.13029E-11   -0.23771E-11   -0.18398E-11   -0.86582E-12   -0.10202E-11    0.13324E-10   -0.39739E-11   -0.11446E-11    0.12623E-11    0.31459E-11   -0.22221E-11    0.42565E-13    0.41274E-10    0.19617E-10   -0.17932E-10   -0.12042E-10   -0.34302E-11   -0.48484E-11   -0.15809E-14    0.10626E-11    0.31548E-12   -0.38636E-11    0.62396E-12   -0.25305E-11   -0.14330E-11    0.18526E-11    0.34082E-11    0.60814E-12
