# BICEP2/Keck Array and Planck Joint Analysis January 2015 Data Products
# The BICEP2/Keck and Planck Collaborations, A Joint Analysis of BICEP2/Keck Array and Planck Data
# http://bicepkeck.org/
#
# File: BKPlanck_year_comb_fiducial_dust.dat 
# Date: 2015-02-23
#
# Fiducial model bandpowers for the multi-component likelihood described in Section III of A Joint Analysis of BICEP2/Keck Array and Planck Data.
# See the comments in the .dataset file for further information.
# Units are uK^2 CMB.

# B2K_ExB2K_E B2K_BxB2K_B P030_ExP030_E P030_BxP030_B P044_ExP044_E P044_BxP044_B P070_ExP070_E P070_BxP070_B P100_ExP100_E P100_BxP100_B P143_ExP143_E P143_BxP143_B P217_ExP217_E P217_BxP217_B P353_ExP353_E P353_BxP353_B B2K_ExB2K_B B2K_BxP030_E P030_ExP030_B P030_BxP044_E P044_ExP044_B P044_BxP070_E P070_ExP070_B P070_BxP100_E P100_ExP100_B P100_BxP143_E P143_ExP143_B P143_BxP217_E P217_ExP217_B P217_BxP353_E P353_ExP353_B B2K_ExP030_E B2K_BxP030_B P030_ExP044_E P030_BxP044_B P044_ExP070_E P044_BxP070_B P070_ExP100_E P070_BxP100_B P100_ExP143_E P100_BxP143_B P143_ExP217_E P143_BxP217_B P217_ExP353_E P217_BxP353_B B2K_ExP030_B B2K_BxP044_E P030_ExP044_B P030_BxP070_E P044_ExP070_B P044_BxP100_E P070_ExP100_B P070_BxP143_E P100_ExP143_B P100_BxP217_E P143_ExP217_B P143_BxP353_E P217_ExP353_B B2K_ExP044_E B2K_BxP044_B P030_ExP070_E P030_BxP070_B P044_ExP100_E P044_BxP100_B P070_ExP143_E P070_BxP143_B P100_ExP217_E P100_BxP217_B P143_ExP353_E P143_BxP353_B B2K_ExP044_B B2K_BxP070_E P030_ExP070_B P030_BxP100_E P044_ExP100_B P044_BxP143_E P070_ExP143_B P070_BxP217_E P100_ExP217_B P100_BxP353_E P143_ExP353_B B2K_ExP070_E B2K_BxP070_B P030_ExP100_E P030_BxP100_B P044_ExP143_E P044_BxP143_B P070_ExP217_E P070_BxP217_B P100_ExP353_E P100_BxP353_B B2K_ExP070_B B2K_BxP100_E P030_ExP100_B P030_BxP143_E P044_ExP143_B P044_BxP217_E P070_ExP217_B P070_BxP353_E P100_ExP353_B B2K_ExP100_E B2K_BxP100_B P030_ExP143_E P030_BxP143_B P044_ExP217_E P044_BxP217_B P070_ExP353_E P070_BxP353_B B2K_ExP100_B B2K_BxP143_E P030_ExP143_B P030_BxP217_E P044_ExP217_B P044_BxP353_E P070_ExP353_B B2K_ExP143_E B2K_BxP143_B P030_ExP217_E P030_BxP217_B P044_ExP353_E P044_BxP353_B B2K_ExP143_B B2K_BxP217_E P030_ExP217_B P030_BxP353_E P044_ExP353_B B2K_ExP217_E B2K_BxP217_B P030_ExP353_E P030_BxP353_B B2K_ExP217_B B2K_BxP353_E P030_ExP353_B B2K_ExP353_E B2K_BxP353_B B2K_ExP353_B
1 0.112311 0.00987565 0.0937273 0.000792268 0.0938723 0.000863149 0.0946372 0.001237 0.0974943 0.00263349 0.109993 0.00874234 0.288929 0.0962026 12.06 5.84963 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.094623 0.00123009 0.0937755 0.000815827 0.0941092 0.000978939 0.0955909 0.00170314 0.101568 0.0046247 0.150116 0.0283539 1.62222 0.747882 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0955748 0.0016953 0.0938934 0.00087347 0.0945371 0.00118809 0.097632 0.00270082 0.120971 0.0141085 0.535501 0.216721 0 0 0 0 0 0 0 0 0 0 0 0.0979036 0.00283356 0.0941064 0.000977593 0.095453 0.00163574 0.107354 0.00745257 0.307336 0.105199 0 0 0 0 0 0 0 0 0 0.10211 0.00488962 0.0945624 0.00120044 0.099815 0.0037678 0.20073 0.0530927 0 0 0 0 0 0 0 0.111113 0.00929018 0.0967339 0.00226185 0.141712 0.024246 0 0 0 0 0 0.153994 0.0302492 0.117591 0.0124565 0 0 0 0.565858 0.231559 0
2 0.391748 0.00938777 0.37675 0.00192154 0.376867 0.00197981 0.377485 0.0022871 0.37979 0.00343497 0.389877 0.00845623 0.534282 0.0803455 10.0337 4.80946 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.377473 0.00228142 0.376789 0.00194091 0.377059 0.00207498 0.378254 0.00267025 0.383078 0.00507167 0.422257 0.0245763 1.61026 0.616004 0 0 0 0 0 0 0 0 0 0 0 0 0 0.378241 0.0026638 0.376884 0.00198829 0.377404 0.0022469 0.379902 0.00349031 0.398737 0.012867 0.733269 0.179408 0 0 0 0 0 0 0 0 0 0 0 0.380121 0.00359941 0.377056 0.00207387 0.378143 0.00261485 0.387747 0.00739608 0.549136 0.0877404 0 0 0 0 0 0 0 0 0 0.383515 0.00528943 0.377424 0.00225705 0.381663 0.00436733 0.463103 0.0449107 0 0 0 0 0 0 0 0.390781 0.00890653 0.379177 0.00312948 0.415475 0.0211997 0 0 0 0 0 0.425386 0.0261341 0.396009 0.0115091 0 0 0 0.757767 0.191604 0
3 0.852685 0.0103865 0.839985 0.0040359 0.840084 0.00408546 0.840607 0.00434683 0.842559 0.00532319 0.8511 0.00959417 0.973383 0.0707418 9.01754 4.09323 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.840597 0.004342 0.840018 0.00405237 0.840246 0.00416641 0.841258 0.00467274 0.845343 0.00671534 0.87852 0.0233056 1.88453 0.526362 0 0 0 0 0 0 0 0 0 0 0 0 0 0.841247 0.00466725 0.840098 0.00409267 0.840538 0.00431264 0.842653 0.00537026 0.858603 0.0133459 1.14189 0.155002 0 0 0 0 0 0 0 0 0 0 0 0.842839 0.00546306 0.840244 0.00416547 0.841164 0.00462561 0.849297 0.00869243 0.985961 0.0770317 0 0 0 0 0 0 0 0 0 0.845714 0.00690056 0.840556 0.00432128 0.844145 0.00611624 0.913109 0.0406016 0 0 0 0 0 0 0 0.851866 0.00997719 0.84204 0.00506335 0.872777 0.0204335 0 0 0 0 0 0.88117 0.0246307 0.856293 0.0121909 0 0 0 1.16263 0.165376 0
4 1.055 0.0127539 1.04371 0.00708545 1.04379 0.00712968 1.04426 0.00736298 1.046 0.00823446 1.05359 0.0120467 1.16234 0.0666259 8.31611 3.65703 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.04425 0.00735867 1.04374 0.00710015 1.04394 0.00720194 1.04484 0.00765387 1.04847 0.00947706 1.07798 0.0242852 1.97263 0.473304 0 0 0 0 0 0 0 0 0 0 0 0 0 1.04483 0.00764898 1.04381 0.00713612 1.0442 0.00733246 1.04608 0.00827647 1.06026 0.0153954 1.31219 0.141835 0 0 0 0 0 0 0 0 0 0 0 1.04624 0.0083593 1.04394 0.0072011 1.04475 0.00761181 1.05199 0.0112418 1.17352 0.0722402 0 0 0 0 0 0 0 0 0 1.0488 0.00964238 1.04421 0.00734017 1.04741 0.00894232 1.10874 0.0397233 0 0 0 0 0 0 0 1.05427 0.0123885 1.04553 0.00800253 1.07287 0.0217217 0 0 0 0 0 1.08033 0.025468 1.05821 0.0143645 0 0 0 1.33064 0.151094 0
5 0.876451 0.0163603 0.866129 0.0111612 0.86621 0.0112018 0.866634 0.0114157 0.868221 0.0122151 0.875163 0.0157117 0.974549 0.0657723 7.51246 3.35893 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.866627 0.0114118 0.866156 0.0111747 0.866341 0.011268 0.867164 0.0116826 0.870484 0.0133548 0.897449 0.026937 1.71509 0.438782 0 0 0 0 0 0 0 0 0 0 0 0 0 0.867155 0.0116781 0.866221 0.0112077 0.866579 0.0113878 0.868298 0.0122536 0.881261 0.0187831 1.1115 0.134755 0 0 0 0 0 0 0 0 0 0 0 0.868449 0.0123296 0.86634 0.0112673 0.867088 0.011644 0.873698 0.0149734 0.984772 0.0709218 0 0 0 0 0 0 0 0 0 0.870785 0.0135064 0.866593 0.0113948 0.86951 0.0128643 0.925561 0.041097 0 0 0 0 0 0 0 0.875786 0.0160252 0.867799 0.0120023 0.892781 0.0245857 0 0 0 0 0 0.899603 0.0280218 0.879384 0.0178376 0 0 0 1.12836 0.143248 0
6 0.944312 0.0210177 0.934711 0.0161573 0.934786 0.0161952 0.935181 0.0163953 0.936657 0.0171425 0.943114 0.0204113 1.03556 0.0672102 7.11707 3.1458 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.935174 0.0163916 0.934736 0.0161699 0.934908 0.0162572 0.935674 0.0166447 0.938762 0.018208 0.963844 0.0309052 1.7244 0.415916 0 0 0 0 0 0 0 0 0 0 0 0 0 0.935665 0.0166405 0.934797 0.0162008 0.935129 0.0163691 0.936728 0.0171786 0.948786 0.0232827 1.16295 0.131698 0 0 0 0 0 0 0 0 0 0 0 0.936869 0.0172496 0.934907 0.0162565 0.935602 0.0166087 0.941751 0.0197212 1.04507 0.0720242 0 0 0 0 0 0 0 0 0 0.939042 0.0183498 0.935142 0.0163757 0.937856 0.0177495 0.989994 0.0441426 0 0 0 0 0 0 0 0.943693 0.0207044 0.936264 0.0169437 0.959502 0.0287072 0 0 0 0 0 0.965848 0.0319194 0.94704 0.0223987 0 0 0 1.17864 0.139638 0
7 2.39021 0.0264105 2.38118 0.0218198 2.38125 0.0218556 2.38162 0.0220446 2.38301 0.0227503 2.38908 0.0258378 2.47598 0.0700401 8.19259 2.97782 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.38162 0.0220411 2.38121 0.0218317 2.38137 0.0219141 2.38209 0.0222801 2.38499 0.0237567 2.40857 0.0357494 3.12349 0.399398 0 0 0 0 0 0 0 0 0 0 0 0 0 2.38208 0.0222762 2.38126 0.0218608 2.38158 0.0220198 2.38308 0.0227844 2.39441 0.0285498 2.59573 0.13095 0 0 0 0 0 0 0 0 0 0 0 2.38321 0.0228515 2.38137 0.0219135 2.38202 0.0222461 2.3878 0.0251859 2.48492 0.0745869 0 0 0 0 0 0 0 0 0 2.38525 0.0238906 2.38159 0.0220261 2.38414 0.0233236 2.43315 0.0482524 0 0 0 0 0 0 0 2.38963 0.0261146 2.38264 0.0225625 2.40449 0.0336733 0 0 0 0 0 2.41045 0.0367073 2.39277 0.0277149 0 0 0 2.61047 0.138449 0
8 5.96088 0.0319446 5.95234 0.0275948 5.95241 0.0276287 5.95276 0.0278078 5.95407 0.0284765 5.95982 0.0314019 6.04207 0.0732847 11.4533 2.82847 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.95275 0.0278045 5.95236 0.0276061 5.95251 0.0276842 5.9532 0.028031 5.95594 0.0294301 5.97826 0.0407935 6.65499 0.385359 0 0 0 0 0 0 0 0 0 0 0 0 0 5.95319 0.0280272 5.95242 0.0276337 5.95271 0.0277843 5.95413 0.0285088 5.96486 0.0339716 6.15542 0.130998 0 0 0 0 0 0 0 0 0 0 0 5.95426 0.0285723 5.95251 0.0276835 5.95313 0.0279987 5.9586 0.0307843 6.05054 0.0775929 0 0 0 0 0 0 0 0 0 5.95619 0.0295569 5.95272 0.0277903 5.95514 0.0290197 6.00153 0.0526403 0 0 0 0 0 0 0 5.96033 0.0316642 5.95372 0.0282985 5.9744 0.0388263 0 0 0 0 0 5.98004 0.0417011 5.96331 0.0331805 0 0 0 6.16938 0.138104 0
9 11.1779 0.0369737 11.1698 0.0328247 11.1698 0.0328571 11.1702 0.0330278 11.1714 0.0336657 11.1769 0.036456 11.2553 0.0764049 16.4134 2.70437 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11.1702 0.0330247 11.1698 0.0328354 11.1699 0.03291 11.1706 0.0332407 11.1732 0.0345752 11.1945 0.0454139 11.8396 0.37407 0 0 0 0 0 0 0 0 0 0 0 0 0 11.1706 0.0332372 11.1699 0.0328618 11.1701 0.0330055 11.1715 0.0336964 11.1817 0.0389071 11.3634 0.131454 0 0 0 0 0 0 0 0 0 0 0 11.1716 0.0337571 11.1699 0.0329093 11.1705 0.03321 11.1758 0.0358669 11.2634 0.0805142 0 0 0 0 0 0 0 0 0 11.1735 0.0346962 11.1701 0.0330111 11.1724 0.0341838 11.2167 0.0567137 0 0 0 0 0 0 0 11.1774 0.0367062 11.1711 0.0334959 11.1908 0.0435376 0 0 0 0 0 11.1962 0.0462796 11.1802 0.0381525 0 0 0 11.3767 0.138231 0

