  355 2.248334e-02
  356 2.244221e-02
  357 2.240202e-02
  358 2.236203e-02
  359 2.232297e-02
  360 2.228408e-02
  361 2.224609e-02
  362 2.220826e-02
  363 2.217131e-02
  364 2.213448e-02
  365 2.209851e-02
  366 2.206264e-02
  367 2.202760e-02
  368 2.199265e-02
  369 2.195851e-02
  370 2.192442e-02
  371 2.189112e-02
  372 2.185785e-02
  373 2.182461e-02
  374 2.179287e-02
  375 2.176038e-02
  376 2.172863e-02
  377 2.169760e-02
  378 2.166653e-02
  379 2.163542e-02
  380 2.160501e-02
  381 2.157453e-02
  382 2.154472e-02
  383 2.151482e-02
  384 2.148558e-02
  385 2.145623e-02
  386 2.142752e-02
  387 2.139867e-02
  388 2.136968e-02
  389 2.134130e-02
  390 2.131276e-02
  391 2.128481e-02
  392 2.125668e-02
  393 2.122913e-02
  394 2.120137e-02
  395 2.117340e-02
  396 2.114599e-02
  397 2.111834e-02
  398 2.109045e-02
  399 2.106309e-02
  400 2.103625e-02
