# BICEP2 2014 Data Release
# The BICEP2 Collaboration, BICEP2 2014 I: DETECTION OF B-mode POLARIZATION AT DEGREE ANGULAR SCALES
# http://bicepkeck.org/bicep2_2014_release/
#
# File: B2_3yr_bpwf_bin9_20140314.txt 
# Date: 2014-03-14 
# 
# BICEP2 bandpower window functions for bin #9 (ell~317.4)
# See Section 6.3 of BICEP2 2014 I.
# 
# Columns: ell   TT->TT     TE->TE     EE->EE     BB->BB 
  2   3.14e-09   -4.35e-10   3.05e-09   2.93e-09
  3   6.16e-09   -4.19e-10   4.47e-09   3.27e-09
  4   9.23e-09   -6.71e-10   5.66e-09   2.66e-09
  5   9.99e-09   -1.79e-09   8.42e-09   2.76e-09
  6   1.30e-08   -2.41e-09   1.80e-08   3.56e-09
  7   1.44e-08   -3.03e-09   4.39e-08   4.12e-09
  8   1.69e-08   -4.44e-09   7.95e-08   4.55e-09
  9   1.56e-08   -5.80e-09   1.20e-07   4.85e-09
 10   2.38e-08   -9.16e-09   2.73e-07   9.28e-09
 11   2.35e-08   -1.09e-08   5.20e-07   2.11e-08
 12   4.18e-08   -1.83e-08   6.51e-07   4.99e-08
 13   4.57e-08   -2.47e-08   1.13e-06   1.12e-07
 14   4.71e-08   -2.71e-08   1.77e-06   2.28e-07
 15   6.17e-08   -3.53e-08   2.25e-06   3.84e-07
 16   8.70e-08   -4.98e-08   4.03e-06   5.95e-07
 17   1.02e-07   -4.39e-08   5.29e-06   1.00e-06
 18   1.03e-07   -4.00e-08   6.53e-06   1.81e-06
 19   1.02e-07   -4.19e-08   6.66e-06   3.69e-06
 20   1.15e-07   -4.86e-08   9.35e-06   5.81e-06
 21   1.39e-07   -5.29e-08   1.53e-05   6.48e-06
 22   1.23e-07   -3.72e-08   1.50e-05   7.35e-06
 23   1.27e-07   -2.87e-08   1.94e-05   1.42e-05
 24   1.36e-07   -1.19e-08   2.31e-05   1.74e-05
 25   1.08e-07   -1.80e-08   2.76e-05   2.75e-05
 26   1.21e-07   -5.04e-09   3.48e-05   3.16e-05
 27   1.36e-07   1.69e-09   4.69e-05   4.59e-05
 28   1.35e-07   -1.07e-08   3.58e-05   5.61e-05
 29   1.34e-07   -9.14e-09   4.01e-05   4.81e-05
 30   1.34e-07   6.26e-09   5.22e-05   7.39e-05
 31   1.44e-07   1.45e-08   5.08e-05   8.43e-05
 32   1.55e-07   7.56e-10   5.18e-05   1.09e-04
 33   1.55e-07   -1.39e-08   6.77e-05   1.18e-04
 34   1.30e-07   -1.92e-08   5.44e-05   1.35e-04
 35   1.42e-07   -1.90e-08   5.80e-05   1.59e-04
 36   1.39e-07   -1.99e-09   7.69e-05   1.70e-04
 37   1.26e-07   -1.93e-08   6.18e-05   1.35e-04
 38   1.44e-07   -5.97e-08   8.83e-05   2.05e-04
 39   1.35e-07   -5.08e-08   7.42e-05   1.80e-04
 40   1.44e-07   -1.88e-08   8.90e-05   2.09e-04
 41   1.35e-07   -9.64e-09   8.83e-05   2.02e-04
 42   1.32e-07   6.54e-09   8.74e-05   2.01e-04
 43   1.31e-07   -3.67e-09   9.37e-05   2.42e-04
 44   1.48e-07   1.77e-08   9.53e-05   2.10e-04
 45   1.52e-07   8.27e-09   1.00e-04   2.36e-04
 46   1.48e-07   2.97e-09   1.06e-04   2.67e-04
 47   1.50e-07   4.68e-08   1.07e-04   3.06e-04
 48   1.53e-07   7.73e-08   1.06e-04   2.26e-04
 49   1.48e-07   3.82e-08   1.05e-04   2.52e-04
 50   1.41e-07   3.01e-09   1.01e-04   2.72e-04
 51   1.39e-07   3.70e-08   9.22e-05   2.64e-04
 52   1.45e-07   4.21e-08   9.41e-05   2.47e-04
 53   1.57e-07   -1.57e-08   1.10e-04   2.52e-04
 54   1.60e-07   6.24e-08   9.80e-05   2.68e-04
 55   1.56e-07   2.39e-08   8.89e-05   2.60e-04
 56   1.58e-07   5.18e-08   9.85e-05   3.13e-04
 57   1.53e-07   2.45e-08   1.01e-04   2.72e-04
 58   1.70e-07   3.11e-08   1.06e-04   2.96e-04
 59   1.67e-07   1.09e-07   1.13e-04   2.83e-04
 60   1.77e-07   7.44e-08   1.15e-04   3.09e-04
