   66 2.784755e-02
   67 2.797652e-02
   68 2.809715e-02
   69 2.820949e-02
   70 2.831143e-02
   71 2.840518e-02
   72 2.849304e-02
   73 2.857065e-02
   74 2.864030e-02
   75 2.869978e-02
   76 2.875371e-02
   77 2.879991e-02
   78 2.883615e-02
   79 2.886714e-02
   80 2.888831e-02
   81 2.890443e-02
   82 2.891327e-02
   83 2.891252e-02
   84 2.890706e-02
   85 2.889701e-02
   86 2.887766e-02
   87 2.885394e-02
   88 2.882355e-02
   89 2.878657e-02
   90 2.874561e-02
   91 2.869829e-02
   92 2.864471e-02
   93 2.858751e-02
   94 2.852429e-02
   95 2.845514e-02
   96 2.838018e-02
   97 2.830206e-02
   98 2.821836e-02
   99 2.813175e-02
  100 2.803978e-02
