7.2161107186e-10 3.208648348e-11 2.813739054e-11 2.414246869e-11 2.029361611e-11 1.663991792e-11 1.338585213e-11 1.063407607e-11 8.37794246e-12 6.46205999e-12 5.095500781e-12 4.121671663e-12 2.617787158e-12 1.61569351e-12 1.320940443e-12 1.024873131e-12 7.48248823e-13 5.038393664e-13 3.175249192e-13 1.874288812e-13 1.172944431e-13 3.377512594e-13 5.59134984e-13 1.0760633865e-12 1.813106627e-12 2.463973983e-12 2.950017475e-12 3.224995804e-12 3.295916481e-12 3.219090108e-12 2.985690765e-12 2.69710399e-12 2.310755014e-12 1.116022036e-12 3.58383789e-13 3.37191876e-13 3.29379964e-13 3.26787974e-13 3.25280755e-13 3.287578624e-13 3.248689641e-13 2.9693678e-13 
3.208648348e-11 2.5164323377e-10 2.631592144e-11 2.262570467e-11 1.905921905e-11 1.569214833e-11 1.26521407e-11 1.004690715e-11 7.93143616e-12 6.14760984e-12 4.867052497e-12 3.953152394e-12 2.55167906e-12 1.603296782e-12 1.304837476e-12 1.014999592e-12 7.40941298e-13 5.002211273e-13 3.174771222e-13 1.869117679e-13 1.163724243e-13 3.380245814e-13 5.582872109e-13 7.69235552e-13 1.3868402953e-12 2.03881425e-12 2.576962684e-12 2.896508657e-12 2.994824915e-12 2.949263981e-12 2.756325749e-12 2.507274244e-12 2.156587365e-12 1.054230045e-12 3.58467593e-13 3.34948064e-13 3.27175925e-13 3.24564649e-13 3.24738595e-13 3.290911812e-13 3.225116627e-13 2.943734766e-13 
2.813739054e-11 2.631592144e-11 1.4966709896e-10 2.090780714e-11 1.765082262e-11 1.456618205e-11 1.179156157e-11 9.36471973e-12 7.44071499e-12 5.78143627e-12 4.591390482e-12 3.760282833e-12 2.487699282e-12 1.608949324e-12 1.310641815e-12 1.020578589e-12 7.48120413e-13 5.055241853e-13 3.183582027e-13 1.873966114e-13 1.167907353e-13 2.9156650781e-13 5.2614017654e-13 6.90608324e-13 9.32069946e-13 1.475970651e-12 2.058491559e-12 2.458461252e-12 2.619643459e-12 2.63739384e-12 2.484044717e-12 2.278134161e-12 1.975725554e-12 9.81103455e-13 3.55125802e-13 3.33524069e-13 3.29481024e-13 3.27789499e-13 3.27174382e-13 3.28883509e-13 3.237975443e-13 2.950491207e-13 
2.414246869e-11 2.262570467e-11 2.090780714e-11 9.038411352e-11 1.619006205e-11 1.341245297e-11 1.088920604e-11 8.70593336e-12 6.92106713e-12 5.40690635e-12 4.313264951e-12 3.551888621e-12 2.400158204e-12 1.597383474e-12 1.300682974e-12 1.010224154e-12 7.38239164e-13 4.976046853e-13 3.147180352e-13 1.854370051e-13 1.16707989e-13 2.3197131025e-13 4.3842525524e-13 6.4209643997e-13 8.29255764e-13 9.64668602e-13 1.4484658579e-12 1.925756232e-12 2.188586811e-12 2.272902884e-12 2.183860304e-12 2.029501573e-12 1.775804418e-12 8.99360078e-13 3.55267762e-13 3.32261027e-13 3.25022787e-13 3.23421064e-13 3.22931609e-13 3.259905105e-13 3.211691912e-13 2.929963215e-13 
2.029361611e-11 1.905921905e-11 1.765082262e-11 1.619006205e-11 5.532249623e-11 1.232819292e-11 1.002594842e-11 8.01829308e-12 6.3907268e-12 5.01694731e-12 4.020391278e-12 3.337228766e-12 2.332584358e-12 1.61588728e-12 1.317662369e-12 1.022341683e-12 7.46683805e-13 5.032475971e-13 3.186663305e-13 1.871298968e-13 1.167982341e-13 1.88891296363e-13 3.5219475529e-13 5.2123838915e-13 7.5083670041e-13 8.57181486e-13 8.98394793e-13 1.30447192913e-12 1.668721967e-12 1.862200411e-12 1.856502887e-12 1.765575612e-12 1.570377706e-12 8.19264349e-13 3.53605526e-13 3.35569344e-13 3.28896298e-13 3.26997914e-13 3.25361631e-13 3.298981633e-13 3.24401672e-13 2.971380094e-13 
1.663991792e-11 1.569214833e-11 1.456618205e-11 1.341245297e-11 1.232819292e-11 3.43884276e-11 9.19268471e-12 7.35892176e-12 5.88032414e-12 4.63688948e-12 3.73285176e-12 3.127060779e-12 2.259764419e-12 1.630070216e-12 1.329472227e-12 1.030731488e-12 7.50554801e-13 5.045150902e-13 3.175592351e-13 1.878406553e-13 1.188209036e-13 1.50733297749e-13 2.8198088656e-13 4.2001127529e-13 6.026769824e-13 7.58758795306e-13 8.0072503e-13 7.64342717e-13 1.09059397171e-12 1.391327485e-12 1.498653244e-12 1.487048292e-12 1.359723112e-12 7.34617338e-13 3.50166938e-13 3.32515504e-13 3.28908029e-13 3.26638611e-13 3.27242788e-13 3.300863822e-13 3.265474907e-13 3.003739341e-13 
1.338585213e-11 1.26521407e-11 1.179156157e-11 1.088920604e-11 1.002594842e-11 9.19268471e-12 2.179961281e-11 6.82564588e-12 5.44706177e-12 4.29650684e-12 3.477729715e-12 2.918091283e-12 2.18054567e-12 1.626846029e-12 1.326857923e-12 1.030848516e-12 7.5196435e-13 5.077400765e-13 3.208240978e-13 1.888396223e-13 1.182376551e-13 1.2095017601e-13 2.2019105938e-13 3.2093135307e-13 4.6410381099e-13 5.9144122642e-13 7.0284492413e-13 6.871358488e-13 5.76056249e-13 8.6482979384e-13 1.090630029e-12 1.186598637e-12 1.1328117e-12 6.4513035e-13 3.39106747e-13 3.27678158e-13 3.25837791e-13 3.24836659e-13 3.27051722e-13 3.317889662e-13 3.277577935e-13 3.009897432e-13 
1.063407607e-11 1.004690715e-11 9.36471973e-12 8.70593336e-12 8.01829308e-12 7.35892176e-12 6.82564588e-12 1.402378021e-11 5.12417457e-12 4.02681057e-12 3.264641036e-12 2.734112012e-12 2.122943907e-12 1.645087505e-12 1.34580225e-12 1.042584383e-12 7.63935336e-13 5.138431272e-13 3.241888141e-13 1.910480438e-13 1.208978555e-13 9.248396443e-14 1.7242412618e-13 2.4498373923e-13 3.5639238896e-13 4.41499558509e-13 5.28011192107e-13 6.054998881e-13 5.441454616e-13 4.07339423e-13 6.3819635997e-13 8.47521312e-13 8.88503808e-13 5.50158944e-13 3.2331394e-13 3.20474241e-13 3.21976522e-13 3.26274979e-13 3.27483255e-13 3.335528688e-13 3.291508633e-13 3.032739704e-13 
8.37794246e-12 7.93143616e-12 7.44071499e-12 6.92106713e-12 6.3907268e-12 5.88032414e-12 5.44706177e-12 5.12417457e-12 9.26904719e-12 3.85544883e-12 3.080422948e-12 2.56784989e-12 2.04674654e-12 1.644296629e-12 1.343595819e-12 1.036364444e-12 7.55752426e-13 5.053389086e-13 3.178671836e-13 1.869753773e-13 1.180502845e-13 6.757736643e-14 1.27211335392e-13 1.8593474323e-13 2.66310023862e-13 3.30024494075e-13 3.9220413764e-13 4.469564350802e-13 4.7853535908e-13 4.007730248e-13 2.50147779e-13 4.7054369351e-13 6.20899364e-13 4.35903475e-13 2.90308598e-13 3.04501644e-13 3.09958398e-13 3.18350718e-13 3.21777364e-13 3.278488694e-13 3.267986862e-13 3.012643038e-13 
6.46205999e-12 6.14760984e-12 5.78143627e-12 5.40690635e-12 5.01694731e-12 4.63688948e-12 4.29650684e-12 4.02681057e-12 3.85544883e-12 6.21997805e-12 2.95740385e-12 2.404599828e-12 1.990108381e-12 1.665756706e-12 1.36347387e-12 1.054326159e-12 7.68219524e-13 5.170341124e-13 3.270977754e-13 1.926551089e-13 1.209258732e-13 5.472685559e-14 9.949384039e-14 1.37358646147e-13 2.0016508123e-13 2.4203127673e-13 2.8592507584e-13 3.3129070145e-13 3.497037658e-13 3.633621558e-13 2.760103009e-13 1.38185704e-13 3.100157765e-13 2.88016083e-13 2.36415634e-13 2.76302017e-13 2.98180205e-13 3.12987325e-13 3.21303626e-13 3.317541051e-13 3.311384248e-13 3.046841947e-13 
