    8 7.937515e-03
    9 9.353843e-03
   10 1.080589e-02
   11 1.228926e-02
   12 1.379347e-02
   13 1.531257e-02
   14 1.684119e-02
   15 1.837692e-02
   16 1.991459e-02
   17 2.144974e-02
   18 2.298229e-02
   19 2.450616e-02
   20 2.601733e-02
   21 2.751621e-02
   22 2.900229e-02
   23 3.047127e-02
   24 3.192360e-02
   25 3.335320e-02
   26 3.476373e-02
   27 3.615210e-02
   28 3.751802e-02
   29 3.885874e-02
   30 4.017733e-02
   31 4.146572e-02
   32 4.273347e-02
   33 4.397274e-02
   34 4.518472e-02
   35 4.637090e-02
   36 4.752646e-02
   37 4.865658e-02
   38 4.975656e-02
   39 5.082859e-02
   40 5.187526e-02
